OTU	M1	M2	M3	M4	M5	M6	M7	M8
Simplicillium_sp_1	0	0	0	0	0	0	0	1
Cordyceps_fumosorosea_19	1	0	0	0	0	0	0	0
Cordyceps_fumosorosea_20	0	0	0	0	0	0	0	1
Scolecobasidium_sp_1	0	0	0	0	0	0	0	1
Acaromyces_ingoldii_1	0	1	0	0	0	0	0	0
Nigrograna_jinghongensis_4	0	0	0	0	0	0	0	1
Ascosphaera_larvis_9	0	0	0	0	0	0	1	0
Exophiala_salmonis_1	0	0	0	0	0	0	1	0
Ascosphaera_larvis_10	0	0	0	0	0	0	1	0
Cordyceps_fumosorosea_21	1	0	0	0	0	0	0	0
Trichosporon_asahii_2	0	0	0	0	0	0	0	1
Akanthomyces_sp_1	0	0	0	0	0	0	1	0
Arachnomyces_pilosus_1	0	0	0	0	0	0	1	0
Metarhizium_robertsii_2	1	0	0	0	0	0	0	0
Cordyceps_fumosorosea_22	0	1	0	0	0	0	0	0
Ascosphaera_larvis_11	0	1	0	0	0	0	0	0
Cordyceps_fumosorosea_23	0	0	0	0	0	1	0	0
Phialemonium_sp_1	0	1	0	0	0	0	0	0
Ascosphaera_larvis_12	0	0	0	0	0	0	1	0
Arthroderma_redellii_5	0	0	0	0	0	0	0	1
Cordyceps_fumosorosea_24	0	0	0	0	0	0	0	1
Metarhizium_robertsii_3	0	0	0	0	0	0	1	0
Paracremonium_inflatum_2	1	0	0	0	0	0	0	0
Brachyphoris_oviparasitica_5	0	0	1	0	0	0	0	0
Cordyceps_fumosorosea_25	0	0	0	0	0	0	1	0
Hannaella_zeae_2	0	0	0	0	0	0	1	0
Catenaria_anguillulae_1	0	0	0	1	0	0	0	0
Metarhizium_robertsii_4	0	0	0	0	0	0	1	0
Funneliformis_sp_1	61	3	0	0	0	58	3	279
Rhizophagus_sp_1	4	6	2	167	0	8	159	2
Funneliformis_sp_2	1	1	0	2	0	214	0	1
Glomus_sp_1	16	0	0	0	0	6	1	79
Septoglomus_sp_1	11	0	0	0	65	2	2	6
Glomus_sp_2	0	1	0	0	0	1	77	0
Glomus_chinense_1	4	0	0	44	0	1	18	3
Glomus_sp_3	11	31	0	23	0	1	0	3
Septoglomus_sp_2	0	0	0	0	0	65	0	1
Glomus_sp_4	0	0	0	0	0	0	0	62
Glomus_sp_5	0	51	0	1	0	0	9	0
Glomus_sp_6	1	0	0	0	0	1	0	55
Acaulospora_sp_1	0	5	0	21	0	1	7	4
Diversispora_aestuarii_1	1	9	0	2	0	1	12	3
Funneliformis_sp_3	0	1	0	0	0	27	0	0
Rhizophagus_irregularis_1	0	0	0	0	0	0	25	0
Glomus_sp_7	0	0	25	0	0	0	0	0
Rhizophagus_irregularis_2	0	0	0	0	0	0	2	22
Glomus_sp_8	2	21	0	0	0	0	1	0
Dominikia_sp_1	0	2	0	4	0	1	14	2
Rhizophagus_irregularis_3	1	0	0	0	0	19	0	0
Rhizophagus_irregularis_4	0	0	0	17	0	0	2	1
Funneliformis_sp_4	2	0	0	14	0	0	1	2
Glomus_sp_9	0	5	0	0	0	0	14	0
Glomus_sp_10	0	0	17	0	0	0	0	0
Glomus_aggregatum_1	0	3	0	2	0	0	10	0
Funneliformis_sp_5	1	9	0	0	0	1	2	1
Septoglomus_sp_3	0	0	0	0	0	1	10	1
Glomus_sp_11	0	0	0	0	0	0	11	0
Glomus_sp_12	9	0	0	0	0	0	0	2
Glomus_sp_13	0	0	0	0	0	0	9	2
Glomus_sp_14	0	5	0	2	0	3	0	0
Glomus_sp_15	0	8	0	1	0	0	0	1
Glomus_chinense_2	0	0	0	10	0	0	0	0
Glomus_sp_16	0	0	0	10	0	0	0	0
Funneliformis_mosseae_1	0	8	0	0	0	0	0	0
Glomus_sp_17	0	5	0	1	0	1	0	0
Septoglomus_constrictum_1	0	0	0	0	0	0	0	7
Glomus_sp_18	0	0	0	0	0	0	6	0
Septoglomus_sp_4	0	0	0	0	0	0	5	1
Dominikia_sp_2	1	0	5	0	0	0	0	0
Glomus_aggregatum_2	0	0	0	0	0	0	0	6
Rhizophagus_sp_2	0	0	0	0	0	0	0	6
Dentiscutata_savannicola_1	0	0	0	6	0	0	0	0
Septoglomus_sp_5	4	2	0	0	0	0	0	0
Glomus_sp_19	1	0	0	4	0	0	0	0
Dominikia_sp_3	0	0	0	0	0	0	5	0
Glomus_aggregatum_3	0	0	0	0	0	0	3	2
Glomus_sp_20	0	0	0	0	0	0	3	2
Dentiscutata_savannicola_2	2	0	0	0	0	0	0	2
Scutellospora_castanea_1	0	0	0	0	0	3	1	0
Claroideoglomus_etunicatum_1	0	0	0	0	0	0	0	4
Glomus_sp_21	0	1	0	3	0	0	0	0
Diversispora_aestuarii_2	0	0	0	0	0	3	1	0
Claroideoglomus_etunicatum_2	2	0	0	0	0	0	1	1
Glomus_aggregatum_4	0	0	0	0	0	4	0	0
Glomus_sp_22	0	0	0	4	0	0	0	0
Glomus_sp_23	0	1	0	0	0	0	3	0
Glomus_sp_24	0	0	0	2	0	0	2	0
Septoglomus_viscosum_1	0	0	0	0	0	0	3	0
Glomus_chinense_3	1	0	0	2	0	0	0	0
Glomus_sp_25	0	3	0	0	0	0	0	0
Dominikia_sp_4	0	0	0	0	0	0	0	3
Glomus_sp_26	2	0	0	0	0	0	0	1
Funneliformis_sp_6	0	0	0	1	0	0	1	1
Kamienskia_sp_1	0	0	0	0	0	0	2	1
Dominikia_aurea_1	0	0	0	0	0	0	1	2
Glomus_aggregatum_5	0	2	0	1	0	0	0	0
Septoglomus_sp_6	0	3	0	0	0	0	0	0
Glomus_sp_27	0	0	0	0	0	1	0	2
Glomus_sp_28	0	0	0	0	0	3	0	0
Septoglomus_viscosum_2	0	0	0	0	0	3	0	0
Glomus_sp_29	0	0	0	0	0	0	3	0
Glomus_macrocarpum_1	0	3	0	0	0	0	0	0
Glomus_microcarpum_1	0	3	0	0	0	0	0	0
Septoglomus_sp_7	0	0	0	0	0	3	0	0
Dominikia_sp_5	0	0	0	2	0	0	0	0
Dentiscutata_savannicola_3	2	0	0	0	0	0	0	0
Glomus_sp_30	0	0	0	0	0	0	0	2
Gigaspora_margarita_1	0	0	0	2	0	0	0	0
Glomus_sp_31	0	0	0	0	0	0	2	0
Dominikia_sp_6	0	0	0	0	0	0	2	0
Paraglomus_sp_1	0	1	0	0	0	0	1	0
Glomus_sp_32	0	0	0	0	0	0	0	2
Glomus_sp_33	0	0	0	0	0	0	2	0
Glomus_sp_34	0	0	0	0	0	0	2	0
Glomus_sp_35	0	0	0	0	0	2	0	0
Gigaspora_margarita_2	0	2	0	0	0	0	0	0
Glomus_sp_36	0	0	0	0	0	0	2	0
Glomus_sp_37	0	0	0	0	0	0	0	2
Funneliformis_sp_7	2	0	0	0	0	0	0	0
Glomus_chinense_4	0	0	0	0	0	0	2	0
Dominikia_sp_7	0	1	0	0	0	0	0	1
Glomus_sp_38	0	0	0	0	0	0	1	1
Glomus_sp_39	0	0	0	0	0	0	2	0
Glomus_sp_40	0	0	0	0	0	0	2	0
Rhizophagus_irregularis_5	0	0	0	0	0	0	0	2
Funneliformis_sp_8	0	0	0	0	0	0	2	0
Glomus_sp_41	0	0	0	0	0	0	2	0
Glomus_sp_42	0	0	0	0	0	2	0	0
Dominikia_iranica_1	0	0	0	0	0	0	2	0
Septoglomus_sp_8	0	0	0	0	0	0	2	0
Dominikia_sp_8	0	0	0	0	0	0	2	0
Septoglomus_sp_9	0	0	0	0	0	0	2	0
Glomus_sp_43	1	0	0	0	0	0	0	1
Septoglomus_viscosum_3	0	0	0	0	0	0	2	0
Glomus_aggregatum_6	1	0	0	0	0	0	0	1
Ambispora_sp_1	1	0	0	0	0	0	0	0
Glomus_sp_44	0	0	0	1	0	0	0	0
Dominikia_sp_9	0	0	0	0	0	0	0	1
Glomus_sp_45	0	0	0	0	0	1	0	0
Glomus_sp_46	0	0	0	0	0	0	0	1
Glomus_sp_47	0	1	0	0	0	0	0	0
Claroideoglomus_etunicatum_3	0	0	0	0	0	0	0	1
Septoglomus_sp_10	0	0	0	0	0	0	1	0
Gigaspora_margarita_3	0	0	0	0	0	0	1	0
Glomus_sp_48	1	0	0	0	0	0	0	0
Glomus_sp_49	0	0	0	0	0	0	0	1
Glomus_sp_50	0	0	0	0	0	0	1	0
Dominikia_sp_10	0	0	0	1	0	0	0	0
Rhizophagus_irregularis_6	0	0	0	0	0	0	0	1
Glomus_sp_51	0	0	0	1	0	0	0	0
Dominikia_sp_11	0	0	0	1	0	0	0	0
Glomus_sp_52	0	0	0	1	0	0	0	0
Rhizophagus_sp_3	0	0	0	1	0	0	0	0
Glomus_tetrastratosum_1	0	0	0	0	0	0	0	1
Glomus_sp_53	0	1	0	0	0	0	0	0
Glomus_sp_54	0	0	0	0	0	0	0	1
Septoglomus_sp_11	0	0	0	0	0	0	0	1
Glomus_sp_55	0	1	0	0	0	0	0	0
Rhizoglomus_sp_1	0	0	0	1	0	0	0	0
Kamienskia_bistrata_1	0	0	0	0	0	0	0	1
Dominikia_sp_12	0	0	0	0	0	0	1	0
Septoglomus_sp_12	0	1	0	0	0	0	0	0
Dominikia_sp_13	0	0	0	1	0	0	0	0
Acaulospora_brasiliensis_1	0	0	0	0	0	0	1	0
Glomus_sp_56	0	0	0	0	0	1	0	0
Glomus_sp_57	0	0	0	1	0	0	0	0
Dominikia_aurea_2	0	0	0	0	0	0	1	0
Dominikia_sp_14	0	1	0	0	0	0	0	0
Glomus_chinense_5	0	1	0	0	0	0	0	0
Glomus_sp_58	0	0	1	0	0	0	0	0
Rhizophagus_sp_4	0	0	0	0	0	0	1	0
Claroideoglomus_etunicatum_4	0	0	0	0	0	0	1	0
Funneliformis_mosseae_2	0	0	0	0	0	0	0	1
Claroideoglomus_sp_1	1	0	0	0	0	0	0	0
Glomus_macrocarpum_2	0	0	0	0	0	0	1	0
Glomus_sp_59	0	0	0	0	0	1	0	0
Septoglomus_viscosum_4	0	0	0	1	0	0	0	0
Gigaspora_margarita_4	0	1	0	0	0	0	0	0
Glomus_sp_60	1	0	0	0	0	0	0	0
Gigaspora_polymorphira_1	0	1	0	0	0	0	0	0
Dominikia_sp_15	0	0	0	0	0	0	0	1
Paraglomus_sp_2	0	0	1	0	0	0	0	0
Rhizophagus_sp_5	0	1	0	0	0	0	0	0
Glomus_sp_61	0	0	0	0	0	0	1	0
Glomus_sp_62	0	0	0	0	0	0	1	0
Glomus_sp_63	1	0	0	0	0	0	0	0
Septoglomus_sp_13	0	0	0	0	0	1	0	0
Septoglomus_sp_14	0	0	0	0	0	0	0	1
Glomus_sp_64	0	0	0	0	0	1	0	0
Glomus_sp_65	0	0	0	0	0	0	1	0
Glomus_sp_66	0	0	0	0	0	0	1	0
Glomus_chinense_6	0	0	0	0	0	0	0	1
Glomus_sp_67	0	0	0	0	0	0	1	0
Glomus_sp_68	0	0	0	0	0	0	0	1
Glomus_sp_69	0	0	0	0	0	0	1	0
Dominikia_sp_16	0	1	0	0	0	0	0	0
Acaulospora_dilatata_1	0	0	0	0	0	1	0	0
Glomus_sp_70	0	1	0	0	0	0	0	0
Glomus_sp_71	0	0	0	0	0	1	0	0
Glomus_sp_72	0	0	0	0	0	0	1	0
Glomus_sp_73	0	1	0	0	0	0	0	0
Glomus_sp_74	0	0	0	0	0	0	0	1
Dominikia_sp_17	0	0	0	0	0	0	1	0
Claroideoglomus_etunicatum_5	0	0	0	0	0	1	0	0
Glomus_sp_75	0	1	0	0	0	0	0	0
Septoglomus_sp_15	0	0	0	0	0	0	1	0
Preussia_sp_1	5	2	2303	1	0	3	13	16
Remersonia_thermophila_1	1	0	0	0	341	3	0	5
Enterocarpus_grenotii_1	1	5	0	0	1	267	11	5
Stolonocarpus_sp_1	1	2	257	0	0	1	2	2
Preussia_terricola_1	7	0	0	0	0	0	0	137
Zopfiella_sp_1	1	112	1	2	1	2	1	1
Stilbella_sp_1	0	1	0	0	0	1	1	113
Nigrosabulum_sp_1	48	8	2	13	3	5	11	4
Cercophora_sp_1	2	12	0	2	0	0	55	2
Kernia_anthracina_1	53	0	0	0	0	0	4	6
Kernia_columnaris_1	1	0	0	9	0	0	33	1
Wardomyces_inflatus_1	0	0	0	1	0	41	0	0
Schizothecium_sp_1	0	0	0	0	0	35	1	0
Preussia_terricola_2	5	1	0	0	0	0	7	22
Preussia_terricola_3	0	8	0	10	0	3	9	0
Kernia_geniculotricha_1	0	8	0	0	0	0	15	6
Preussia_sp_2	0	15	0	0	0	0	0	0
Preussia_sp_3	0	0	0	0	0	0	10	3
Sporormia_sp_1	0	0	0	3	0	0	9	0
Remersonia_thermophila_2	1	0	0	0	5	0	0	3
Cercophora_fici_1	0	0	0	0	0	0	8	0
Podospora_pyriformis_1	0	0	0	0	0	0	0	7
Wardomyces_inflatus_2	0	0	0	0	0	0	7	0
Preussia_persica_1	0	0	0	0	0	1	5	0
Cyniclomyces_guttulatus_1	0	0	0	6	0	0	0	0
Lasiobolidium_orbiculoides_1	0	0	0	0	0	5	0	0
Preussia_sp_4	0	0	0	0	0	0	2	0
Preussia_sp_5	2	0	0	0	0	0	0	0
Preussia_sp_6	1	0	0	0	0	0	0	1
Spiromyces_sp_1	2	0	0	0	0	0	0	0
Enterocarpus_grenotii_2	0	0	0	0	0	2	0	0
Zopfiella_sp_2	0	2	0	0	0	0	0	0
Preussia_terricola_4	0	0	0	0	0	0	1	1
Ctenomyces_obovatus_1	0	0	0	1	0	0	1	0
Remersonia_thermophila_3	0	0	0	0	0	2	0	0
Kernia_columnaris_2	0	0	0	0	0	0	2	0
Cyniclomyces_guttulatus_2	2	0	0	0	0	0	0	0
Preussia_sp_7	0	0	0	0	0	2	0	0
Apodus_deciduus_1	0	0	0	0	0	0	1	0
Preussia_sp_8	0	0	0	0	0	0	1	0
Preussia_sp_9	0	0	0	0	0	0	1	0
Sphaeronaemella_fimicola_1	0	0	0	0	0	0	1	0
Enterocarpus_grenotii_3	0	0	0	1	0	0	0	0
Podospora_bulbillosa_1	0	0	0	0	0	1	0	0
Stilbella_sp_2	0	0	0	1	0	0	0	0
Nigrosabulum_globosum_1	0	0	0	0	0	0	1	0
Preussia_terricola_5	0	0	0	0	0	0	0	1
Kernia_geniculotricha_2	0	0	0	0	0	0	0	1
Enterocarpus_grenotii_4	0	0	0	0	0	0	0	1
Apiosordaria_sp_1	0	0	0	0	0	0	1	0
Podospora_sp_1	0	0	0	0	0	0	1	0
Westerdykella_centenaria_1	0	0	0	0	0	0	0	1
Kernia_columnaris_3	0	0	0	0	0	1	0	0
Podospora_bulbillosa_2	0	0	0	1	0	0	0	0
Kernia_anthracina_2	0	0	0	1	0	0	0	0
Kernia_anthracina_3	0	0	0	0	0	0	0	1
Zopfiella_sp_3	0	1	0	0	0	0	0	0
Tuber_mexiusanum_1	888	7094	169	1446	9	2991	6581	431
Tuber_brennemanii_1	326	1048	1687	3286	108	4442	2420	294
Geopora_arenicola_1	23	96	3	195	492	1335	34	60
Tomentella_sp_1	331	185	5	383	2	257	799	75
Lactarius_lacunarum_1	639	897	1	9	1	279	89	31
Russula_amoenoides_1	8	3	1814	7	0	2	10	21
Tomentella_sp_2	153	11	613	3	2	8	6	467
Tomentella_pilosa_1	21	104	0	194	411	4	80	18
Lactarius_lacunarum_2	10	8	0	8	1	14	754	34
Lactarius_lacunarum_3	9	116	4	140	3	289	204	23
Scleroderma_yunnanense_1	3	2	761	0	2	0	0	1
Pisolithus_sp_1	93	4	2	4	1	12	432	25
Scleroderma_yunnanense_2	16	110	0	23	0	11	357	6
Tuber_pseudobrumale_1	9	0	5	1	99	99	4	291
Inocybe_sp_1	0	0	0	0	0	275	2	5
Inocybe_blandula_1	1	226	2	28	3	2	6	7
Tuber_rufum_1	12	0	0	0	7	233	1	1
Russula_versicolor_1	1	0	222	0	2	3	0	1
Scleroderma_yunnanense_3	2	0	0	0	2	1	4	130
Inocybe_baltica_1	1	7	0	2	0	111	3	5
Pisolithus_sp_2	2	9	0	4	0	1	111	2
Tuber_sp_1	0	1	0	0	0	1	34	73
Helvella_bachu_1	0	0	96	1	0	1	0	7
Lactarius_lacunarum_4	6	0	0	0	85	0	1	6
Suillus_viscidus_1	0	0	0	0	0	94	0	0
Helvella_bachu_2	53	0	0	0	0	0	36	3
Russula_echidna_1	0	41	1	2	0	0	31	3
Balsamia_hellenica_1	2	31	0	18	0	1	14	2
Cortinarius_claroplaniusculus_1	38	0	0	0	0	22	0	4
Helvella_bachu_3	0	1	1	0	4	2	0	55
Helvella_bachu_4	0	0	0	0	0	0	55	2
Lactarius_kesiyae_1	2	0	0	0	0	25	3	27
Helvella_bachu_5	6	36	0	0	0	0	12	0
Tuber_elevatireticulatum_1	1	1	0	38	0	3	8	2
Scleroderma_sp_1	3	7	0	1	0	0	30	0
Lactarius_sulphosmus_1	0	4	0	2	0	1	31	3
Helvella_bachu_6	7	8	3	10	0	5	4	3
Helvella_bachu_7	0	0	0	0	0	0	18	19
Helvella_bachu_8	0	6	0	4	0	0	24	1
Inocybe_blandula_2	2	8	0	4	0	10	5	4
Inocybe_baltica_2	0	0	0	10	0	15	1	1
Helvella_bachu_9	15	8	0	0	0	0	1	3
Tuber_elevatireticulatum_2	0	0	0	2	0	0	23	0
Inocybe_baltica_3	1	0	0	21	0	2	0	0
Hydnum_tangerinum_1	1	0	1	0	0	21	0	0
Inocybe_sp_2	0	0	0	0	0	0	22	0
Helvella_bachu_10	0	0	0	0	0	22	0	0
Lactarius_lacunarum_5	0	10	0	0	0	0	8	1
Lactarius_sulphosmus_2	0	0	0	0	0	11	1	7
Helvella_bachu_11	19	0	0	0	0	0	0	0
Russula_sp_1	3	0	0	0	0	4	1	8
Inocybe_erinaceomorpha_1	0	0	0	0	0	0	0	16
Russula_sp_2	0	12	0	0	0	0	1	3
Sebacina_sp_1	2	0	0	12	0	0	2	0
Hydnobolites_cerebriformis_1	0	3	0	10	0	1	2	0
Helvella_bachu_12	0	9	0	4	0	1	0	1
Helvella_bachu_13	0	1	0	10	0	0	4	0
Inocybe_erinaceomorpha_2	9	0	0	0	0	0	4	1
Inocybe_sp_3	0	0	0	3	1	5	1	4
Helvella_bachu_14	0	0	0	0	0	14	0	0
Helvella_bachu_15	0	2	0	0	0	0	12	0
Helvella_bachu_16	1	5	0	6	0	0	1	0
Hydnobolites_sp_1	11	0	0	0	0	0	0	1
Helvella_calycina_1	0	0	0	3	0	0	8	0
Balsamia_hellenica_2	0	11	0	0	0	0	0	0
Geopora_arenicola_2	0	0	0	0	0	4	0	7
Inocybe_baltica_4	0	0	0	3	0	0	6	0
Balsamia_hellenica_3	2	3	0	3	0	0	0	1
Tuber_puberulum_1	0	7	0	0	0	0	0	2
Russula_echidna_2	0	0	0	1	0	0	8	0
Amanita_hiltonii_1	0	4	0	4	0	0	0	1
Lactarius_lacunarum_6	8	0	0	0	0	0	0	0
Helvella_bachu_17	0	0	0	7	0	0	0	1
Tuber_puberulum_2	0	0	0	0	0	0	8	0
Ramaria_cartilaginea_1	0	0	0	3	0	0	4	1
Hydnum_tangerinum_2	7	0	0	0	0	0	0	0
Inocybe_sp_4	3	0	0	0	0	0	4	0
Lactarius_mammosus_1	0	0	0	0	0	0	7	0
Amanita_brunneitoxicaria_1	0	7	0	0	0	0	0	0
Russula_sardonia_1	0	2	0	0	0	4	0	0
Helvella_bachu_18	0	0	0	0	0	0	4	2
Scleroderma_yunnanense_4	0	3	0	2	0	0	1	0
Helvella_bachu_19	4	0	0	1	0	0	0	1
Boletus_satanas_1	1	3	0	1	0	0	0	0
Tuber_sp_2	0	0	0	0	0	0	5	0
Scleroderma_yunnanense_5	0	5	0	0	0	0	0	0
Lactarius_kesiyae_2	0	0	0	0	0	0	0	5
Inocybe_sp_5	0	0	0	5	0	0	0	0
Lactarius_lacunarum_7	0	3	0	0	0	0	0	2
Helvella_bachu_20	0	4	0	0	0	1	0	0
Tuber_mexiusanum_2	5	0	0	0	0	0	0	0
Tuber_pseudobrumale_2	0	0	0	1	0	0	1	2
Pisolithus_sp_3	0	0	0	0	0	4	0	0
Sebacina_sp_2	0	0	0	4	0	0	0	0
Tuber_mexiusanum_3	0	0	0	0	0	0	1	3
Tuber_mexiusanum_4	0	0	0	0	0	0	4	0
Pisolithus_sp_4	2	0	0	0	0	0	0	2
Sebacina_sp_3	0	1	0	3	0	0	0	0
Tomentella_sp_3	0	0	0	2	0	2	0	0
Scleroderma_yunnanense_6	1	0	0	1	0	0	0	2
Scleroderma_yunnanense_7	0	0	0	0	0	0	4	0
Tuber_puberulum_3	0	0	0	0	0	0	0	4
Hydnum_ventricosum_1	3	0	0	0	1	0	0	0
Scleroderma_cepa_1	0	0	0	4	0	0	0	0
Sebacina_sp_4	0	0	0	0	0	0	4	0
Helvella_bachu_21	3	0	0	0	0	0	0	0
Hydnobolites_sp_2	1	2	0	0	0	0	0	0
Balsamia_hellenica_4	0	0	0	0	0	0	2	1
Tomentella_sp_4	0	0	1	2	0	0	0	0
Helvella_bachu_22	0	3	0	0	0	0	0	0
Lactarius_kesiyae_3	0	0	0	2	0	0	1	0
Lactarius_lacunarum_8	3	0	0	0	0	0	0	0
Inocybe_sp_6	0	0	0	0	0	0	0	3
Helvella_bachu_23	0	0	0	0	0	0	3	0
Tuber_elevatireticulatum_3	0	0	0	0	0	0	3	0
Helvella_bachu_24	0	2	0	0	0	0	1	0
Tuber_quercicola_1	0	0	0	0	0	3	0	0
Lactarius_sulphosmus_3	0	0	0	0	0	0	1	2
Helvella_bachu_25	0	2	0	0	0	0	0	1
Lactarius_sulphosmus_4	0	0	0	3	0	0	0	0
Helvella_bachu_26	0	0	0	0	0	0	3	0
Pachyphlodes_sp_1	0	3	0	0	0	0	0	0
Lactarius_sulphosmus_5	0	3	0	0	0	0	0	0
Cortinarius_conterminus_1	0	2	0	1	0	0	0	0
Tuber_sp_3	0	0	0	0	0	0	0	3
Helvella_bachu_27	0	0	0	0	0	0	3	0
Russula_sp_3	0	0	0	0	0	0	0	2
Tomentella_sp_5	0	0	0	0	0	0	0	2
Tuber_puberulum_4	0	0	0	0	0	0	0	2
Hydnum_tangerinum_3	0	0	0	0	0	0	2	0
Tuber_puberulum_5	0	0	0	0	0	0	2	0
Tuber_mexiusanum_5	0	0	0	0	0	2	0	0
Helvella_bachu_28	0	0	0	0	0	0	2	0
Tuber_mexiusanum_6	2	0	0	0	0	0	0	0
Inocybe_cinnamomea_1	0	0	0	0	0	0	0	2
Scleroderma_yunnanense_8	0	0	0	0	0	0	0	2
Lactarius_lacunarum_9	2	0	0	0	0	0	0	0
Scleroderma_yunnanense_9	0	0	0	0	0	2	0	0
Hydnum_pallidocroceum_1	0	0	0	0	0	0	1	1
Helvella_bachu_29	0	0	0	2	0	0	0	0
Hydnum_brevispinum_1	0	0	0	0	0	0	0	2
Tuber_sp_4	0	0	0	0	0	0	0	2
Tuber_sp_5	0	0	0	0	0	0	2	0
Tuber_pseudobrumale_3	2	0	0	0	0	0	0	0
Tuber_mexiusanum_7	0	0	0	0	0	0	2	0
Helvella_bachu_30	1	0	0	0	0	1	0	0
Sarcodon_sp_1	0	0	0	0	0	1	0	1
Tuber_puberulum_6	0	0	0	0	0	0	0	2
Scleroderma_yunnanense_10	2	0	0	0	0	0	0	0
Lactarius_lacunarum_10	0	0	0	0	2	0	0	0
Helvella_bachu_31	0	2	0	0	0	0	0	0
Cortinarius_epiphaeus_1	0	0	0	2	0	0	0	0
Lactifluus_crocatus_1	0	1	0	0	0	0	1	0
Tuber_pseudobrumale_4	0	0	0	2	0	0	0	0
Lactarius_lacunarum_11	0	0	0	0	0	0	2	0
Helvella_bachu_32	0	0	0	0	0	0	1	1
Tuber_pseudobrumale_5	2	0	0	0	0	0	0	0
Helvella_bachu_33	0	0	0	0	0	0	2	0
Helvella_bachu_34	0	0	0	1	0	0	0	1
Inocybe_sp_7	0	0	0	0	0	0	2	0
Tuber_brennemanii_2	0	0	0	0	0	0	2	0
Tuber_pseudobrumale_6	0	2	0	0	0	0	0	0
Hygrophorus_exiguus_1	0	1	0	0	0	0	1	0
Tuber_pseudobrumale_7	0	0	0	0	0	0	0	2
Inocybe_blandula_3	0	0	0	0	0	0	2	0
Russula_paravioleipes_1	0	0	0	0	2	0	0	0
Lactarius_sulphosmus_6	0	0	0	0	0	0	2	0
Tuber_brennemanii_3	0	0	0	0	0	2	0	0
Geopora_arenicola_3	0	0	0	0	0	0	0	2
Tuber_mexiusanum_8	0	2	0	0	0	0	0	0
Russula_sp_4	0	0	0	0	0	2	0	0
Lactifluus_crocatus_2	0	0	2	0	0	0	0	0
Scleroderma_yunnanense_11	0	0	0	0	0	0	2	0
Lactarius_sulphosmus_7	0	0	0	0	0	0	2	0
Inocybe_curvipes_1	0	0	0	1	0	0	0	0
Tuber_beyerlei_1	0	0	0	0	0	1	0	0
Tuber_puberulum_7	0	1	0	0	0	0	0	0
Helvella_bachu_35	0	0	0	0	0	0	0	1
Helvella_bachu_36	0	0	0	0	0	0	1	0
Lactarius_lacunarum_12	0	0	0	1	0	0	0	0
Elaphomyces_borealis_1	0	0	0	0	0	0	0	1
Tuber_mexiusanum_9	0	0	0	0	0	0	1	0
Tuber_puberulum_8	0	1	0	0	0	0	0	0
Lactarius_lacunarum_13	0	0	0	0	0	0	0	1
Tuber_pseudobrumale_8	0	1	0	0	0	0	0	0
Helvella_bachu_37	0	0	0	1	0	0	0	0
Tuber_mexiusanum_10	0	1	0	0	0	0	0	0
Lactarius_lacunarum_14	0	0	0	0	0	1	0	0
Cortinarius_sp_1	0	0	0	0	0	0	1	0
Phaeocollybia_cidaris_1	1	0	0	0	0	0	0	0
Lactarius_lacunarum_15	0	0	0	0	0	0	1	0
Inocybe_sp_8	0	0	0	0	0	1	0	0
Tuber_puberulum_9	0	1	0	0	0	0	0	0
Inocybe_blandula_4	0	0	0	0	0	0	1	0
Lactarius_lacunarum_16	0	0	0	1	0	0	0	0
Lactarius_sulphosmus_8	0	1	0	0	0	0	0	0
Tuber_elevatireticulatum_4	0	0	0	0	0	0	0	1
Laccaria_sp_1	0	0	0	1	0	0	0	0
Lactarius_lacunarum_17	1	0	0	0	0	0	0	0
Lactarius_lacunarum_18	0	0	0	0	0	0	0	1
Helvella_bachu_38	0	0	0	0	0	1	0	0
Tomentella_sp_6	0	0	0	0	0	0	0	1
Tuber_oligospermum_1	0	0	0	1	0	0	0	0
Inocybe_baltica_5	0	0	0	0	0	1	0	0
Tomentellopsis_sp_1	0	0	0	0	0	1	0	0
Lactarius_lacunarum_19	0	0	0	1	0	0	0	0
Cortinarius_conterminus_2	0	1	0	0	0	0	0	0
Hydnum_pallidocroceum_2	1	0	0	0	0	0	0	0
Tuber_pseudobrumale_9	0	0	0	0	0	0	1	0
Tuber_mexiusanum_11	0	0	0	0	0	0	1	0
Lactifluus_albopicrus_1	0	0	0	0	0	0	1	0
Lactarius_kesiyae_4	0	0	0	0	0	0	1	0
Helvella_bachu_39	0	0	0	0	0	0	1	0
Balsamia_hellenica_5	1	0	0	0	0	0	0	0
Helvella_bachu_40	1	0	0	0	0	0	0	0
Hydnum_pallidocroceum_3	0	0	0	0	0	1	0	0
Tuber_beyerlei_2	0	0	0	0	0	0	0	1
Inocybe_furfurea_1	0	0	0	1	0	0	0	0
Inocybe_thrudiae_1	0	0	0	0	0	0	1	0
Tuber_pseudobrumale_10	1	0	0	0	0	0	0	0
Inocybe_somae_1	0	0	0	0	0	0	1	0
Tuber_mexiusanum_12	0	0	0	1	0	0	0	0
Tuber_rufum_2	0	0	0	0	0	0	0	1
Tuber_beyerlei_3	0	0	0	0	0	0	0	1
Lactarius_sulphosmus_9	0	0	0	1	0	0	0	0
Lactarius_kesiyae_5	0	0	0	0	0	0	0	1
Helvella_bachu_41	0	0	0	1	0	0	0	0
